"1","01"
"2","50"
"3","40"
"4","20"
"5","01"
"6","03"
"7","04"
"8","02"
"9","02"
"10","01"
"11","03"
"12","11"
"13","03"
"14","04"
"15","02"
"16","840"
"17","010"
"18","030"
"19","050"
"20","920"
"21","310"
"21","320"
"21","330"
"22","040"
"23","010"
"23","070"
"24","020"
"25","340"
"26","350"
"27","01"
"28","10"
"29","05"
"30","02"
"31","01"
"32","15"
"33","14"
"34","24"
"35","09"
"36","38"
"37","04"
"38","88"
"39","62"
"39","68"
"40","10"
"41","08"
"41","99"
"42","02"
"42","90"
"43","05"
"44","13"
"45","21"
"46","01"
"46","71"
"46","72"
"47","16"
"48","03"
"49","06"
"49","12"
"50","10"
"50","14"
"51","01"
"51","02"
"51","09"
"52","15"
"53","11"
"54","91"
"55","16"
"56","05"
"56","06"
"57","03"
"58","07"
"59","12"
"60","01"
"61","02"
"62","03"
"63","04"
"64","39"
"65","01"
"65","05"
"66","04"
"67","02"
"68","07"
"69","03"
"70","05"
"71","01"
"72","02"
"73","04"
"74","750"
"75","600"
"76","820"
"77","501"
"78","03"
"79","04"
"80","02"
"81","01"
"82","20"
"83","10"
"84","01"
"85","05"
"86","67"
"87","99"
"88","04"
"89","04"
"90","04"
"91","01"
"92","02"
"93","03"
"94","01"
"95","02"
"96","11"
"97","77"
"98","02"
"99","01"
"100","03"
"101","90"
"102","03"
"103","05"
"104","04"
"105","01"
"106","02"
"107","16"
"108","05"
"109","15"
"109","32"
"109","33"
"109","34"
"110","00"
"110","39"
"111","31"
"112","055"
"113","02"
"113","03"
"113","04"
"114","06"
"114","10"
"114","11"
"114","23"
"115","570"
"116","770"
"117","170"
"118","02"
"119","11"
"120","01"
"121","05"
"122","01"
"123","04"
"124","03"
"125","03"
"126","01"
"127","02"
"128","01"
"129","02"
"130","08"
"131","82"
"132","03"
"133","07"
"134","01"
"135","09"
"136","11"
"137","02"
"138","08"
"139","18"
"140","01"
"141","04"
"142","03"
"143","06"
"144","05"
"145","01"
"146","02"
"147","290"
"148","652"
"149","610"
"149","640"
"150","880"
"151","380"
"152","270"
"153","370"
"154","350"
"155","710"
"156","620"
"157","701"
"158","360"
"159","320"
"160","702"
"161","655"
"161","660"
"162","703"
"163","720"
"164","680"
"164","780"
"165","656"
"166","220"
"166","221"
"166","361"
"166","653"
"166","657"
"167","500"
"167","510"
"168","490"
"169","01"
"170","02"
"171","050"
"172","140"
"173","01"
"174","04"
"175","03"
"176","02"
"177","01"
"178","04"
"179","02"
"180","02"
"181","03"
"182","03"
"183","01"
"183","10"
"184","02"
"185","04"
"185","09"
"186","07"
"187","08"
"188","99"
"189","00"
"189","02"
"189","07"
"190","03"
"190","05"
"191","20"
"192","01"
"192","06"
"193","101"
"194","001"
"195","002"
"196","102"
"196","123"
"197","103"
"197","111"
"198","01"
"199","01"
"200","03"
"201","017"
"202","01"
"202","02"
"203","04"
"204","01"
"205","02"
"206","10"
"207","01"
"208","01"
"209","10"
"210","20"
"211","02"
"212","06"
"213","98"
"214","01"
"215","05"
"216","04"
"217","03"
"217","99"
"218","86"
"219","04"
"220","10"
"221","89"
"222","05"
"223","01"
"224","02"
"225","05"
"226","07"
"227","09"
"227","11"
"228","03"
"229","40"
"230","06"
"231","12"
"232","08"
"233","01"
"233","10"
"234","02"
"234","77"
"235","20"
"235","30"
"236","01"
"237","110"
"238","020"
"239","02"
"240","01"
"241","03"
"242","04"
"243","01"
"244","02"
"245","00"
"246","03"
"247","01"
"248","02"
"249","11"
"250","01"
"251","02"
"252","04"
"253","03"
"254","03"
"255","01"
"256","01"
"257","05"
"258","02"
"259","01"
"260","04"
"261","06"
"262","03"
"263","01"
"264","01"
"265","02"
"266","02"
"267","01"
"268","04"
"269","14"
"270","03"
"270","12"
"271","05"
"272","09"
"273","07"
"274","15"
"275","21"
"276","29"
"277","91"
"278","10"
"279","11"
"280","20"
"280","21"
"280","88"
"281","15"
"282","05"
"282","06"
"282","07"
"283","01"
"283","02"
"284","14"
"285","10"
"285","11"
"285","13"
"286","04"
"287","22"
"288","23"
"289","20"
"290","03"
"291","04"
"292","01"
"293","02"
"294","02"
"295","03"
"296","01"
"297","04"
"298","04"
"299","01"
"300","02"
"300","03"
"301","05"
"302","42"
"303","15"
"304","10"
"305","60"
"306","901"
"307","12"
"308","03"
"308","05"
"308","77"
"309","14"
"310","43"
"311","13"
"312","92"
"313","07"
"313","08"
"313","11"
"314","20"
"315","76"
"316","01"
"316","06"
"317","16"
"318","02"
"318","04"
"318","09"
"319","06"
"320","04"
"321","07"
"322","01"
"323","03"
"324","02"
"325","06"
"326","01"
"327","09"
"328","01"
"329","05"
"330","09"
"330","10"
"331","01"
"332","110"
"333","030"
"334","01"
"335","03"
"336","02"
"337","05"
"338","04"
"339","01"
"340","02"
"341","03"
"342","02"
"343","03"
"344","01"
"345","02"
"346","02"
"347","03"
"348","01"
"349","001"
"350","40"
"351","30"
"352","02"
"353","00"
"354","09"
"355","07"
"356","11"
"357","01"
"358","12"
"359","02"
"359","18"
"360","03"
"360","04"
"360","05"
"360","14"
"361","10"
"362","16"
"362","19"
