"486","yu",NULL,"109"
"487","Kiribati Frigate",NULL,"110"
"488","Viva",NULL,"112"
"489","Wataniya",NULL,"112"
"490","zain KW",NULL,"112"
"491","Beeline",NULL,"113"
"492","Fonex",NULL,"113"
"493","MegaCom",NULL,"113"
"494","O!",NULL,"113"
"495","Beeline",NULL,"114"
"496","ETL",NULL,"114"
"497","LTC",NULL,"114"
"498","Unitel",NULL,"114"
"499","Bite",NULL,"115"
"500","Camel Mobile",NULL,"115"
"501","IZZI",NULL,"115"
"502","LMT",NULL,"115"
"503","MTS",NULL,"115"
"504","Rigatta",NULL,"115"
"505","Tele2",NULL,"115"
"506","TRIATEL",NULL,"115"
"507","Alfa",NULL,"116"
"508","mtc touch",NULL,"116"
"509","Ogero Mobile",NULL,"116"
"510","Econet Ezin-cel",NULL,"117"
"511","Vodacom",NULL,"117"
"512","Cellcom",NULL,"118"
"513","Comium",NULL,"118"
"514","Libercell",NULL,"118"
"515","LIBTELCO",NULL,"118"
"516","Lonestar Cell",NULL,"118"
"517","Al-Jeel Phone",NULL,"119"
"518","Hatef Libya",NULL,"119"
"519","Libya Phone",NULL,"119"
"520","Libyana",NULL,"119"
"521","Madar",NULL,"119"
"522","Alpmobil",NULL,"120"
"523","Cubic Telecom",NULL,"120"
"524","FL1",NULL,"120"
"525","Orange",NULL,"120"
"526","Swisscom",NULL,"120"
"527","BITE",NULL,"121"
"528","LitRail",NULL,"121"
"529","Mediafon",NULL,"121"
"530","Omnitel",NULL,"121"
"531","Tele 2",NULL,"121"
"532","LuxGSM",NULL,"122"
"533","Orange",NULL,"122"
"534","Tango",NULL,"122"
"535","China Telecom",NULL,"123"
"536","CTM",NULL,"123"
"537","Hutchison Telecom",NULL,"123"
"538","SmarTone",NULL,"123"
"539","ONE",NULL,"124"
"540","T-Mobile MK",NULL,"124"
"541","Vip MK",NULL,"124"
"542","Airtel",NULL,"125"
"543","Orange",NULL,"125"
"544","Sacel",NULL,"125"
"545","Telma",NULL,"125"
"546","Airtel",NULL,"126"
"547","TNM",NULL,"126"
"548","ATUR 450",NULL,"127"
"549","Baraka Telecom Sdn Bhd (MVNE)",NULL,"127"
"550","Celcom",NULL,"127"
"551","DiGi",NULL,"127"
"553","Electcoms Wireless Sdn Bhd",NULL,"127"
"554","Hotlink",NULL,"127"
"555","Maxis",NULL,"127"
"556","Telekom Malaysia Berhad for PSTN SMS",NULL,"127"
"557","TM Homeline",NULL,"127"
"558","Tune Talk",NULL,"127"
"559","U Mobile",NULL,"127"
"560","Yes",NULL,"127"
"561","Dhiraagu",NULL,"128"
"562","Wataniya",NULL,"128"
"563","Malitel",NULL,"129"
"564","Orange",NULL,"129"
"565","GO",NULL,"130"
"566","Melita",NULL,"130"
"567","Vodafone",NULL,"130"
"568","Chinguitel",NULL,"132"
"569","Mattel",NULL,"132"
"570","Mauritel",NULL,"132"
"571","Emtel",NULL,"133"
"572","MTML",NULL,"133"
"573","Orange",NULL,"133"
"574","Iusacell",NULL,"135"
"575","Iusacell / Unefon",NULL,"135"
"576","movistar",NULL,"135"
"577","Nextel",NULL,"135"
"578","Telcel",NULL,"135"
"579","FSMTC",NULL,"136"
"580","Eventis",NULL,"137"
"581","IDC",NULL,"137"
"582","Moldcell",NULL,"137"
"583","Orange",NULL,"137"
"584","Unite",NULL,"137"
"585","Office des Telephones",NULL,"138"
"586","Vala",NULL,"111"
